PrimaryKey;Indikator;Satuan;Kategori;Pengertian;Interpretasi;Fenomena Terakhir;Sumber;SearchIndex;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;;;;;;;
Penduduk Slogohimo Perempuan;Pend. Slogohimo (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Slogohimo Perempuan Penduduk Perempuan;;;;;23.534,00;23.625,00;23.699,00;23.534,00;23.826,00;;26.066,00;26.649,00;26.563,00;26.421,00;;;;;;;
Penduduk Jatisrono Perempuan;Pend. Jatisrono (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Jatisrono Perempuan Penduduk Perempuan;;;;;29.092,00;29.264,00;29.366,00;29.092,00;29.547,00;;31.388,00;31.898,00;31.827,00;31.578,00;;;;;;;
Penduduk Jatipurno Perempuan;Pend. Jatipurno (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Jatipurno Perempuan Penduduk Perempuan;;;;;15.811,00;15.753,00;15.779,00;15.811,00;15.817,00;;18.530,00;19.136,00;19.094,00;19.097,00;;;;;;;
Penduduk Girimarto Perempuan;Pend. Girimarto (P);jiwa;Penduduk Perempuan;;Penduduk berdasar jenis kelamin adalah perbedaan biologis antara laki-laki dan perempuan. Perbedaan biologis tersebut dapat dilihat dari alat kelamin serta perbedaan genetik.; ;Tabel Dinamis BPS Wonogiri;Penduduk Girimarto Perempuan Penduduk Perempuan;;;;;19.494,00;19.422,00;19.455,00;19.494,00;19.501,00;;22.650,00;23.339,00;23.298,00;23.283,00;;;;;;;
Penduduk Pracimantoro Total;Pend. Pracimantoro;jiwa;Penduduk Total;Banyaknya orang yang berdomisili di wilayah setempat Indonesia selama 1 tahun atau lebih dan atau mereka yang berdomisili kurang dari 1 tahun tetapi bertujuan untuk menetap.;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Pracimantoro Total Penduduk Total;;59.249,00;59.489,00;59.716,00;59.922,00;60.837,00;61.155,00;59.922,00;61.752,00;;65.414,00;66.360,00;66.123,00;65.470,00;;;;;;;
Penduduk Paranggupito Total;Pend. Paranggupito;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Paranggupito Total Penduduk Total;;16.634,00;16.701,00;16.764,00;16.822,00;16.759,00;16.786,00;16.822,00;16.823,00;;17.760,00;17.959,00;17.837,00;17.772,00;;;;;;;
Penduduk Giritontro Total;Pend. Giritontro;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Giritontro Total Penduduk Total;;19.403,00;19.481,00;19.556,00;19.623,00;19.550,00;19.580,00;19.623,00;19.624,00;;20.465,00;20.670,00;20.505,00;20.478,00;;;;;;;
Penduduk Giriwoyo Total;Pend. Giriwoyo;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Giriwoyo Total Penduduk Total;;36.101,00;36.247,00;36.384,00;36.511,00;36.373,00;36.430,00;36.511,00;36.512,00;;38.953,00;37.150,00;39.201,00;38.978,00;;;;;;;
Penduduk Batuwarno Total;Pend. Batuwarno;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Batuwarno Total Penduduk Total;;17.009,00;17.078,00;17.143,00;17.202,00;17.138,00;17.165,00;17.202,00;17.202,00;;17.889,00;18.063,00;17.954,00;17.901,00;;;;;;;
Penduduk Karangtengah Total;Pend. Karangtengah;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Karangtengah Total Penduduk Total;;22.210,00;22.342,00;22.471,00;22.592,00;23.051,00;23.230,00;22.592,00;23.574,00;;23.579,00;23.834,00;23.664,00;23.594,00;;;;;;;
Penduduk Tirtomoyo Total;Pend. Tirtomoyo;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Tirtomoyo Total Penduduk Total;;48.945,00;49.143,00;49.330,00;49.501,00;49.566,00;49.693,00;49.501,00;49.903,00;;54.001,00;54.778,00;54.579,00;54.036,00;;;;;;;
Penduduk Nguntoronadi Total;Pend. Nguntoronadi;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Nguntoronadi Total Penduduk Total;;22.784,00;22.877,00;22.964,00;23.043,00;22.956,00;22.992,00;23.043,00;23.045,00;;24.715,00;25.030,00;24.897,00;24.731,00;;;;;;;
Penduduk Baturetno Total;Pend. Baturetno;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Baturetno Total Penduduk Total;;44.588,00;44.768,00;44.938,00;45.094,00;45.235,00;45.366,00;45.094,00;45.591,00;;47.711,00;48.255,00;47.937,00;47.742,00;;;;;;;
Penduduk Eromoko Total;Pend. Eromoko;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Eromoko Total Penduduk Total;;40.789,00;40.955,00;41.111,00;41.253,00;41.179,00;41.260,00;41.253,00;41.385,00;;43.957,00;44.489,00;44.226,00;43.986,00;;;;;;;
Penduduk Wuryantoro Total;Pend. Wuryantoro;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Wuryantoro Total Penduduk Total;;25.630,00;25.734,00;25.832,00;25.921,00;25.925,00;25.986,00;25.921,00;26.083,00;;26.491,00;26.703,00;26.539,00;26.508,00;;;;;;;
Penduduk Manyaran Total;Pend. Manyaran;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Manyaran Total Penduduk Total;;34.073,00;34.211,00;34.341,00;34.460,00;34.785,00;34.929,00;34.460,00;35.188,00;;35.930,00;36.288,00;35.998,00;35.953,00;;;;;;;
Penduduk Selogiri Total;Pend. Selogiri;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Selogiri Total Penduduk Total;;38.057,00;38.211,00;38.356,00;38.489,00;38.343,00;38.403,00;38.489,00;38.489,00;;46.474,00;47.608,00;47.903,00;47.895,00;;;;;;;
Penduduk Wonogiri (kecamatan) Total;Pend. Wonogiri;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Wonogiri (kecamatan) Total Penduduk Total;;77.752,00;78.081,00;78.392,00;78.678,00;80.132,00;80.618,00;78.678,00;81.529,00;;86.437,00;87.748,00;87.490,00;86.690,00;;;;;;;
Penduduk Ngadirojo Total;Pend. Ngadirojo;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Ngadirojo Total Penduduk Total;;53.149,00;53.364,00;53.567,00;53.753,00;53.551,00;53.635,00;53.753,00;53.755,00;;59.643,00;60.601,00;60.479,00;59.977,00;;;;;;;
Penduduk Sidoharjo Total;Pend. Sidoharjo;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Sidoharjo Total Penduduk Total;;39.689,00;39.960,00;40.224,00;40.477,00;41.332,00;41.691,00;40.477,00;42.382,00;;42.831,00;43.367,00;43.130,00;42.956,00;;;;;;;
Penduduk Jatiroto Total;Pend. Jatiroto;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Jatiroto Total Penduduk Total;;35.839,00;35.983,00;36.120,00;36.246,00;36.110,00;36.165,00;36.246,00;36.246,00;;41.230,00;41.993,00;42.010,00;41.761,00;;;;;;;
Penduduk Kismantoro Total;Pend. Kismantoro;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Kismantoro Total Penduduk Total;;35.719,00;35.863,00;35.999,00;36.125,00;35.988,00;36.044,00;36.125,00;36.124,00;;40.200,00;40.857,00;40.787,00;40.459,00;;;;;;;
Penduduk Purwantoro Total;Pend. Purwantoro;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Purwantoro Total Penduduk Total;;48.337,00;48.533,00;48.717,00;48.886,00;48.702,00;48.778,00;48.886,00;48.887,00;;55.885,00;56.947,00;56.997,00;56.686,00;;;;;;;
Penduduk Bulukerto Total;Pend. Bulukerto;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Bulukerto Total Penduduk Total;;29.027,00;29.145,00;29.255,00;29.357,00;29.248,00;29.294,00;29.357,00;29.360,00;;33.793,00;30.426,00;34.511,00;34.346,00;;;;;;;
Penduduk Puhpelem Total;Pend. Puhpelem;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Puhpelem Total Penduduk Total;;19.061,00;19.139,00;19.211,00;19.278,00;19.431,00;19.505,00;19.278,00;19.639,00;;21.144,00;21.460,00;21.393,00;21.191,00;;;;;;;
Penduduk Slogohimo Total;Pend. Slogohimo;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Slogohimo Total Penduduk Total;;45.379,00;45.563,00;45.736,00;45.894,00;46.067,00;46.207,00;45.894,00;46.448,00;;52.378,00;53.365,00;53.403,00;53.104,00;;;;;;;
Penduduk Jatisrono Total;Pend. Jatisrono;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Jatisrono Total Penduduk Total;;56.470,00;56.700,00;56.914,00;57.114,00;57.445,00;57.641,00;57.114,00;57.988,00;;63.196,00;64.194,00;64.048,00;63.499,00;;;;;;;
Penduduk Jatipurno Total;Pend. Jatipurno;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Jatipurno Total Penduduk Total;;30.883,00;31.008,00;31.126,00;31.234,00;31.117,00;31.165,00;31.234,00;31.235,00;;37.532,00;38.430,00;38.650,00;38.625,00;;;;;;;
Penduduk Girimarto Total;Pend. Girimarto;jiwa;Penduduk Total;;Semakin tinggi angka semakin banyak jumlah penduduk.; ;Tabel Dinamis BPS Wonogiri;Penduduk Girimarto Total Penduduk Total;;37.912,00;38.065,00;38.210,00;38.342,00;38.197,00;38.257,00;38.342,00;38.342,00;;45.569,00;46.610,00;46.826,00;46.747,00;;;;;;;
Kepadatan Penduduk Pracimantoro;Kpdtn. Pracimantoro;jiwa/km2;Kepadatan Penduduk;Jumlah penduduk di suatu wilayah pada kurun waktu tertentu dibagi Luas wilayah (Km^2) pada kurun waktu yang sama;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Pracimantoro Kepadatan Penduduk;;417,00;419,00;420,00;422,00;428,00;430,00;432,00;434,00;436,00;460,21;466,86;457,92;453,39;;;;;;;
Kepadatan Penduduk Paranggupito;Kpdtn. Paranggupito;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Paranggupito Kepadatan Penduduk;;257,00;258,00;259,00;260,00;259,00;259,00;260,00;260,00;260,00;274,29;277,36;276,67;275,66;;;;;;;
Kepadatan Penduduk Giritontro;Kpdtn. Giritontro;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Giritontro Kepadatan Penduduk;;315,00;316,00;317,00;318,00;317,00;318,00;318,00;318,00;319,00;332,06;335,39;364,60;364,12;;;;;;;
Kepadatan Penduduk Giriwoyo;Kpdtn. Giriwoyo;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Giriwoyo Kepadatan Penduduk;;359,00;360,00;362,00;363,00;362,00;362,00;363,00;363,00;363,00;387,21;369,28;366,60;364,52;;;;;;;
Kepadatan Penduduk Batuwarno;Kpdtn. Batuwarno;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Batuwarno Kepadatan Penduduk;;329,00;331,00;332,00;333,00;332,00;332,00;333,00;333,00;333,00;346,35;349,72;322,51;321,56;;;;;;;
Kepadatan Penduduk Karangtengah;Kpdtn. Karangtengah;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Karangtengah Kepadatan Penduduk;;263,00;264,00;266,00;267,00;273,00;275,00;277,00;279,00;281,00;278,74;281,76;263,75;262,97;;;;;;;
Kepadatan Penduduk Tirtomoyo;Kpdtn. Tirtomoyo;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Tirtomoyo Kepadatan Penduduk;;526,00;528,00;530,00;532,00;533,00;534,00;535,00;537,00;538,00;580,59;588,95;548,75;543,29;;;;;;;
Kepadatan Penduduk Nguntoronadi;Kpdtn. Nguntoronadi;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Nguntoronadi Kepadatan Penduduk;;283,00;285,00;286,00;287,00;286,00;286,00;286,00;287,00;287,00;307,36;311,28;377,97;375,45;;;;;;;
Kepadatan Penduduk Baturetno;Kpdtn. Baturetno;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Baturetno Kepadatan Penduduk;;500,00;502,00;504,00;506,00;508,00;509,00;510,00;512,00;513,00;535,48;541,58;685,99;683,20;;;;;;;
Kepadatan Penduduk Eromoko;Kpdtn. Eromoko;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Eromoko Kepadatan Penduduk;;339,00;340,00;342,00;343,00;342,00;343,00;343,00;344,00;344,00;365,21;369,63;357,70;355,76;;;;;;;
Kepadatan Penduduk Wuryantoro;Kpdtn. Wuryantoro;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Wuryantoro Kepadatan Penduduk;;353,00;354,00;356,00;357,00;357,00;358,00;359,00;359,00;360,00;364,84;367,76;423,54;423,05;;;;;;;
Kepadatan Penduduk Manyaran;Kpdtn. Manyaran;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Manyaran Kepadatan Penduduk;;417,00;419,00;421,00;422,00;426,00;428,00;429,00;431,00;433,00;440,10;444,49;442,56;442,01;;;;;;;
Kepadatan Penduduk Selogiri;Kpdtn. Selogiri;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Selogiri Kepadatan Penduduk;;759,00;761,00;764,00;767,00;764,00;765,00;766,00;767,00;768,00;926,15;948,74;937,07;936,91;;;;;;;
Kepadatan Penduduk Wonogiri (kecamatan);Kpdtn. Wonogiri;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Wonogiri (kecamatan) Kepadatan Penduduk;;938,00;942,00;945,00;949,00;966,00;972,00;978,00;983,00;988,00;1.042,41;1.058,22;1.035,14;1.025,67;;;;;;;
Kepadatan Penduduk Ngadirojo;Kpdtn. Ngadirojo;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Ngadirojo Kepadatan Penduduk;;570,00;572,00;574,00;576,00;574,00;575,00;576,00;576,00;577,00;639,53;649,81;644,28;638,94;;;;;;;
Kepadatan Penduduk Sidoharjo;Kpdtn. Sidoharjo;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Sidoharjo Kepadatan Penduduk;;694,00;699,00;703,00;708,00;723,00;729,00;735,00;741,00;747,00;748,79;758,16;725,36;722,44;;;;;;;
Kepadatan Penduduk Jatiroto;Kpdtn. Jatiroto;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Jatiroto Kepadatan Penduduk;;571,00;573,00;575,00;577,00;575,00;576,00;577,00;577,00;578,00;656,84;669,00;591,69;588,18;;;;;;;
Kepadatan Penduduk Kismantoro;Kpdtn. Kismantoro;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Kismantoro Kepadatan Penduduk;;511,00;513,00;515,00;517,00;515,00;516,00;517,00;517,00;518,00;575,44;584,84;539,51;535,17;;;;;;;
Kepadatan Penduduk Purwantoro;Kpdtn. Purwantoro;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Purwantoro Kepadatan Penduduk;;812,00;815,00;818,00;821,00;818,00;819,00;820,00;821,00;822,00;938,77;956,61;911,95;906,98;;;;;;;
Kepadatan Penduduk Bulukerto;Kpdtn. Bulukerto;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Bulukerto Kepadatan Penduduk;;716,00;719,00;722,00;725,00;722,00;723,00;724,00;725,00;725,00;833,98;750,89;778,15;774,43;;;;;;;
Kepadatan Penduduk Puhpelem;Kpdtn. Puhpelem;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Puhpelem Kepadatan Penduduk;;603,00;605,00;608,00;610,00;615,00;617,00;619,00;621,00;623,00;668,69;678,68;662,12;655,87;;;;;;;
Kepadatan Penduduk Slogohimo;Kpdtn. Slogohimo;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Slogohimo Kepadatan Penduduk;;708,00;710,00;713,00;715,00;718,00;720,00;722,00;724,00;726,00;816,49;831,88;767,39;763,10;;;;;;;
Kepadatan Penduduk Jatisrono;Kpdtn. Jatisrono;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Jatisrono Kepadatan Penduduk;;1.129,00;1.133,00;1.138,00;1.142,00;1.148,00;1.152,00;1.156,00;1.159,00;1.162,00;1.263,16;1.283,11;1.143,92;1.134,11;;;;;;;
Kepadatan Penduduk Jatipurno;Kpdtn. Jatipurno;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Jatipurno Kepadatan Penduduk;;557,00;559,00;561,00;563,00;561,00;562,00;563,00;563,00;564,00;676,74;692,93;634,33;633,92;;;;;;;
Kepadatan Penduduk Girimarto;Kpdtn. Girimarto;jiwa/km2;Kepadatan Penduduk;;Angka kepadatan penduduk menunjukan rata-rata jumlah penduduk tiap 1 kilometer persegi. Semakin besar angka kepadatan penduduk menunjukan bahwa semakin padat penduduk yang mendiami wilayah tersebut; ;Tabel Dinamis BPS Wonogiri;Kepadatan Penduduk Girimarto Kepadatan Penduduk;;608,00;610,00;613,00;615,00;612,00;613,00;614,00;615,00;615,00;730,62;747,31;755,14;753,86;;;;;;;
Rasio Jenis Kelamin Pracimantoro;Sex Ratio Pracimantoro;persen;Rasio Jenis Kelamin;Rasio Jenis Kelamin adalah perbandingan antara jumlah penduduk pria dan jumlah penduduk wanita pada suatu daerah pada suatu waktu tertentu, yang dinyatakan dalam berapa banyak penduduk pria berbanding 100 orang wanita.;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Pracimantoro Rasio Jenis Kelamin;;;;;90,51;90,49;90,48;90,51;90,45;;97,92;98,10;98,39;98,53;;;;;;;
Rasio Jenis Kelamin Paranggupito;Sex Ratio Paranggupito;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Paranggupito Rasio Jenis Kelamin;;;;;89,54;89,54;89,50;89,54;89,49;;95,44;96,21;95,62;95,43;;;;;;;
Rasio Jenis Kelamin Giritontro;Sex Ratio Giritontro;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Giritontro Rasio Jenis Kelamin;;;;;87,42;87,40;87,39;87,42;87,36;;96,51;97,52;97,37;96,51;;;;;;;
Rasio Jenis Kelamin Giriwoyo;Sex Ratio Giriwoyo;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Giriwoyo Rasio Jenis Kelamin;;;;;90,29;90,27;90,24;90,29;90,23;;96,80;97,35;97,09;96,79;;;;;;;
Rasio Jenis Kelamin Batuwarno;Sex Ratio Batuwarno;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Batuwarno Rasio Jenis Kelamin;;;;;92,59;92,58;92,56;92,59;92,52;;98,28;99,37;97,93;98,26;;;;;;;
